Name,Meaning,Gender,Origin,Similar
Aaftab,The Sun,Male,Indian,-
Aagam,Arrival,Female,Indian,-
Aagam,Coming; Arrival,Male,Indian,-
Aage,Carves the Stones; Stonefeild,Male,Indian,-
Aaghnya,Born from Fire; Goddess Lakshmi,Female,Indian,-
Aagman,Arrival,Male,Indian,-
Aagney,Son of the Fire God,Male,Indian,-
Aagneya,Son of Agni; Son of the Fire,Male,Indian,-
Aagni,Fire,Female,Indian,-
Aagya,Command; Order,Female,Indian,-
Aagyey,Unknown,Male,Indian,-
Aagyeyi,Order,Female,Indian,-
Aahaladita,Bubbling with Delight,Female,Indian,-
Aahan,Iron; Sword,Male,Indian,-
Aahana,First Rays of the Sun,Female,Indian,-
Aahana,First Rays of the Sun,Male,Indian,-
Aaheli,Pure,Female,Indian,-
Aahil,Prince,Male,Indian,-
Aahir,Dazzling; Brilliant,Male,Indian,-
Aahish,Blessing of God,Male,Indian,-
Aahlaad,Delight,Male,Indian,-
Aahlaadita,Bubbling with Delight,Female,Indian,-
Aahlaadith,Joyous Person,Male,Indian,-
Aahlada,Desire,Female,Indian,-
Aahladita,Bubbling with Delight,Female,Indian,-
Aahna,Exist,Female,Indian,-
Aahna,Exist,Male,Indian,-
Aahnik,Prayer,Male,Indian,-
Aahnima,Purnima,Female,Indian,-
Aahuk,N/A,Female,Indian,-
Aahva,Beloved,Male,Indian,-
Aahwaana,Invitation,Female,Indian,-
Aahwaanith,One who has Been Invited; Wanted,Male,Indian,-
Aaina,Mirror,Female,Indian,-
Aaish,God Blessings,Male,Indian,-
Aakaanksha,Wish or Desire,Female,Indian,-
Aakaar,Shape,Male,Indian,-
Aakaash,Sky,Male,Indian,-
Aakaksha,Desire,Female,Indian,-
Aakanksh,Desire,Male,Indian,-
Aakanksha,Desire,Female,Indian,-
Aakansha,Desire,Female,Indian,-
Aakansha,N/A,Male,Indian,-
Aakar,Shape,Male,Indian,-
Aakarsh,Attraction,Male,Indian,-
Aakarsha,Above Everybody,Female,Indian,-
Aakarshaka,Attractive,Female,Indian,-
Aakarshan,Attraction,Male,Indian,-
Aakarshana,Attraction,Female,Indian,-
Aakarshika,Having Attractive Power,Female,Indian,-
Aakash,The Sky,Male,Indian,-
Aakashdeep,The Sky; Vast Like the Sky,Male,Indian,-
Aakashi,Sky Colour,Female,Indian,-
Aakav,Form;Shape,Male,Indian,-
Aakeen,Faith,Female,Indian,-
Aakesh,Sky,Male,Indian,-
Aakhya,Fame,Male,Indian,-
Aakhyaan,Legend; Story of Famous Person,Male,Indian,-
Aakil,Intelligent; Smart,Male,Indian,-
Aakrit,Shape,Male,Indian,-
Aakriti,Shape,Female,Indian,-
Aakriti,Shape,Male,Indian,-
Aakruthi,Shape,Female,Indian,-
Aakruti,Shape,Female,Indian,-
Aakshat,Unharmed,Male,Indian,-
Aalam,The Whole World,Male,Indian,-
Aalambi,Continuer,Male,Indian,-
Aalap,Musical,Male,Indian,-
Aaleahya,Sunshine,Female,Indian,-
Aalee,Sublime; High,Male,Indian,-
Aalekh,Learned; Shiva,Male,Indian,-
Aalhad,Joy; Happiness,Male,Indian,-
Aalia,Exalted; Highest Social Standing,Female,Indian,-
Aalim,Religious Scholar,Male,Indian,-
Aaliya,High; Tall; Towering; Excellent,Female,Indian,-
Aaliyah,To Ascend; High; Lofty; Sublime; Highly Exalted; Tall; Towering,Female,Indian,-
Aaliyah,Sunshine; Bright,Male,Indian,-
Aaloecana,N/A,Female,Indian,-
Aaloeka,N/A,Female,Indian,-
Aalok,Light,Male,Indian,-
Aaloka,Lustrous,Female,Indian,-
Aaludaiperumal,Explorer of the Sea,Male,Indian,-
Aamaal,Hopes; Aspirations,Female,Indian,-
Aamani,Spring Season,Female,Indian,-
Aamani,Spring Season; Vasanth Ritu,Male,Indian,-
Aamaya,Night Rain,Female,Indian,-
Aamdaal,N/A,Female,Indian,-
Aamil,Doer; Work Man,Male,Indian,-
Aamin,Divine Grace; Grace of God,Male,Indian,-
Aamini,Spring Season,Female,Indian,-
Aamir,Full; Prosperous,Male,Indian,-
Aamirah,Inhabitant,Male,Indian,-
Aamiya,Night,Female,Indian,-
Aamna,Peace; All,Female,Indian,-
Aamod,Pleasant,Male,Indian,-
Aamodini,Pleasureable,Female,Indian,-
Aamrapaali,N/A,Female,Indian,-
Aamrapali,Leaf of Mango Tree,Female,Indian,-
Aamukta,Shelter,Female,Indian,-
Aanadi,Always Happy,Female,Indian,-
Aanan,Appearance; Face; Countenance,Male,Indian,-
Aanand,Joy,Male,Indian,-
Aananda,Happiness,Male,Indian,-
Aanandaa,Blissful,Female,Indian,-
Aanandamayee,Blissful Mother,Female,Indian,-
Aanandaprakash,Wild Wind,Male,Indian,-
Aanandi,Always Happy Woman,Female,Indian,-
Aanandini,Blissful; Joyful,Female,Indian,-
Aanandita,Purveyor of Joy,Female,Indian,-
Aanandmayi,Happy Nature,Female,Indian,-
Aanandswarup,Full of Joy,Male,Indian,-
Aanav,Humane,Male,Indian,-
Aanchal,Protective Shelter,Female,Indian,-
Aanchal,Shelter,Male,Indian,-
Aandaleeb,The Bulbul Bird,Male,Indian,-
Aangsuman,Sun Rays,Male,Indian,-
Aania,Mirror,Female,Indian,-
Aanishka,N/A,Female,Indian,-
Aaniya,N/A,Female,Indian,-
Aanjaney,Lord Hanumaan,Male,Indian,-
Aanjaneya,Son of Anjani,Male,Indian,-
Aanjay,Unconquerable,Male,Indian,-
Aansh,Portion,Male,Indian,-
Aanshi,God's Gift,Female,Indian,-
Aanshika,A Part,Female,Indian,-
Aanu,Full of Proud,Female,Indian,-
Aanwika,An Atom,Female,Indian,-
Aanya,Different,Female,Indian,-
Aaoka,Lustrous,Female,Indian,-
Aapal,Regard,Male,Indian,-
Aapeksha,Passion; Being Passionate,Female,Indian,-
Aapekshaa,Love,Female,Indian,-
Aapt,Friend; Faithful; Trustworthy,Female,Indian,-
Aapt,Trustworthy,Male,Indian,-
Aapta,N/A,Female,Indian,-
Aapti,Fulfilment,Female,Indian,-
Aaqib,Follower,Male,Indian,-
Aaqil,Intelligent,Male,Indian,-
Aaquid,One who Promises; One who Seeks the Right Direction,Male,Indian,-
Aaraadhak,Worshipper,Male,Indian,-
Aaraadhana,Worship; Prayer,Female,Indian,-
Aarab,Powerful,Male,Indian,-
Aarabhi,Musical; Raaga; Famous Note,Female,Indian,-
Aaradhak,Worshiper of God,Male,Indian,-
Aaradhana,Respectable; Worship; Prayer,Female,Indian,-
Aaradhay,Regard,Male,Indian,-
Aaradhaya,Regard,Male,Indian,-
Aaradhy,Adorable,Male,Indian,-
Aaradhya,Worship,Female,Indian,-
Aaradhya,Worshipped,Male,Indian,-
Aaral,Flower,Female,Indian,-
Aarashi,First Ray of Sun,Female,Indian,-
Aarati,Towards the Highest Love for God; Form of Worship; Divine Fire in Ritual,Female,Indian,-
Aaratrika,Dusk Lamp Below Tulsi Plant,Female,Indian,-
Aaratrikia,The Dusk Lamp Beneath Tulsi Plant,Female,Indian,-
Aarav,Ray; Hope,Female,Indian,-
Aarav,Peaceful,Male,Indian,-
Aaravi,Peace,Female,Indian,-
Aarhant,Protector from Enemies,Male,Indian,-
Aarif,Acquainted; Knowledgeable,Male,Indian,-
Aariketh,Ganesh,Male,Indian,-
Aarin,Mountain Strength,Female,Indian,-
Aarini,Adventurous,Female,Indian,-
Aarisha,Mirror,Female,Indian,-
Aarit,One who Seeks the Right Direction,Male,Indian,-
Aaritra,Navigator,Female,Indian,-
Aaritra,Navigator,Male,Indian,-
Aariv,King of Wisdom,Male,Indian,-
Aariz,Respectable Man; Intelligent,Male,Indian,-
Aarjav,One who is Steadfast in Happy and Sorrow,Male,Indian,-
Aarman,Desire,Male,Indian,-
Aarna,Lakshmi,Female,Indian,-
Aarnav,Ocean; Sea,Male,Indian,-
Aarnavi,Heart as Big as Ocean,Female,Indian,-
Aarnes,Red Silk,Male,Indian,-
Aarnik,Unique,Male,Indian,-
Aarogya,Health,Male,Indian,-
Aaroha,Always Ascending,Male,Indian,-
Aarohee,Evolving,Female,Indian,-
Aarohi,Tune,Female,Indian,-
Aaron,High Mountain,Male,Indian,-
Aarpan,Giving Away,Male,Indian,-
Aarpit,To Donate,Male,Indian,-
Aarsh,Crown,Male,Indian,-
Aarshabh,Its an Another Name of Sri Krishna,Male,Indian,-
Aarshati,Holy,Female,Indian,-
Aarshin,Pious,Male,Indian,-
Aarshiya,N/A,Female,Indian,-
Aarsi,Mirror,Female,Indian,-
Aarth,Meaning,Male,Indian,-
Aarthi,Worship,Female,Indian,-
Aarthikha,N/A,Female,Indian,-
Aarti,Form of Worship,Female,Indian,-
Aarumugham,Another Name for God Murugan,Male,Indian,-
Aarumughasami,God Murugan,Male,Indian,-
Aaruna,Sun,Female,Indian,-
Aaruna,Sun; The One with Aruna as his Charioteer,Male,Indian,-
Aaruni,Dawn,Female,Indian,-
Aarunya,N/A,Female,Indian,-
Aarurdoss,One who is in Everyone,Male,Indian,-
Aarush,First Ray of Sun,Male,Indian,-
Aarusha,First Rays of the Morning Sun,Female,Indian,-
Aarushi,First Rays of Sun,Female,Indian,-
Aarushi,First Ray of the Sun,Male,Indian,-
Aaruta,N/A,Female,Indian,-
Aarvi,Peace,Female,Indian,-
Aarya,Princess,Female,Indian,-
Aarya,Line on Any Particular Raaga from Sanskrit,Male,Indian,-
Aaryaa,A Noble Lady,Female,Indian,-
Aaryan,Illustrious,Male,Indian,-
Aaryav,Noble Person,Male,Indian,-
Aaryavir,Brave Man,Male,Indian,-
Aaryesh,The King of Arya,Male,Indian,-
Aarzoo,Wish,Female,Indian,-
Aasa,Hope; Aspiration,Female,Indian,-
Aasaalata,N/A,Female,Indian,-
Aasaithambi,Power of Self Respect,Male,Indian,-
Aasamana,Power of Self Respect,Male,Indian,-
Aasha,Hope,Female,Indian,-
Aasha,Wish,Male,Indian,-
Aashadhar,One who Keeps Hope,Male,Indian,-
Aashaka,N/A,Female,Indian,-
Aashalata,Creeper of Hope,Female,Indian,-
Aashalatha,Creeper of Hope,Female,Indian,-
Aashank,Faith,Male,Indian,-
Aashay,Powerful; Meaningful,Female,Indian,-
Aashay,Gist,Male,Indian,-
Aashi,Smile,Female,Indian,-
Aashi,Smile,Male,Indian,-
Aashif,Bold; Courageous,Male,Indian,-
Aashik,Sharp,Male,Indian,-
Aashika,Lovable,Female,Indian,-
Aashima,One who is Full of Hope,Female,Indian,-
Aashini,Lightning,Female,Indian,-
Aashinya,Beautiful Home,Female,Indian,-
Aashir,Living,Male,Indian,-
Aashirya,From the Land of God,Female,Indian,-
Aashish,Blessings,Male,Indian,-
Aashita,One who is Full of Hope,Female,Indian,-
Aashiyana,Beautiful Home; Small Dwelling; Nest,Female,Indian,-
Aashka,Blessings,Female,Indian,-
Aashka,Take Aashka of Aarti,Male,Indian,-
Aashlesh,To Embrace,Male,Indian,-
Aashlesha,Name of a Nakhtra,Female,Indian,-
Aashli,Beautiful,Female,Indian,-
Aashman,Son of the Sun,Male,Indian,-
Aashna,Devoted to Love,Female,Indian,-
Aashni,Lightning,Female,Indian,-
Aashrita,Goddess Laxmi,Female,Indian,-
Aashrith,Ruler; Lard Vinayaka,Male,Indian,-
Aashritha,Somebody who Gives Shelter,Female,Indian,-
Aashtha,Faith,Female,Indian,-
Aashutosh,One who Fulfills Wishes Instantly,Male,Indian,-
Aashvi,N/A,Female,Indian,-
Aashvi,N/A,Male,Indian,-
Aasia,Hopeful,Female,Indian,-
Aasif,An Able Minister,Male,Indian,-
Aasika,N/A,Female,Indian,-
Aasim,Protector,Male,Indian,-
Aasit,Black Stone,Male,Indian,-
Aasmaa,Excellent; Precious,Female,Indian,-
Aasra,N/A,Male,Indian,-
Aasrita,N/A,Female,Indian,-
Aastha,Faith,Female,Indian,-
Aastha,Faith,Male,Indian,-
Aasthaa,Faith; Desire to Achieve,Female,Indian,-
Aasthika,Faith,Female,Indian,-
Aastik,Who has Faith in God,Male,Indian,-
Aatherv,First Veda,Male,Indian,-
Aatherya,A Disciple of Sage Vamadeva,Male,Indian,-
Aathimanthi,N/A,Female,Indian,-
Aathirai,Red Star,Female,Indian,-
Aathmika,Related to Aatma; Soul,Female,Indian,-
Aathmika,Related to Aathma or Soul,Male,Indian,-
Aathmiya,Spiritual,Female,Indian,-
Aatif,Kind Affectionate,Male,Indian,-
Aatikah,Kind Affectionate,Female,Indian,-
Aatish,Fireworks; Name of Lord Ganesha,Male,Indian,-
Aatisha,Similar to Aatish,Female,Indian,-
Aatma,Soul; Light of the Lord,Male,Indian,-
Aatmadeva,God of the Soul,Male,Indian,-
Aatmaj,Son,Male,Indian,-
Aatmaja,Daughter,Female,Indian,-
Aatmik,Spirit; Soul,Male,Indian,-
Aatrey,An Ancient Name,Male,Indian,-
Aatreya,Name of a Sage,Male,Indian,-
Aaush,N/A,Male,Indian,-
Aavani,First Month of Tamil Calendar; Tamil Month Name,Female,Indian,-
Aavansh,Forthcoming Generation,Male,Indian,-
Aavi,Smoke,Male,Indian,-
Aavihshka,Altruism; Advantage; Virtue; Accord; Heart; Warm and Loving; For You are Blessed with Many,Female,Indian,-
Aavni,The Earth,Female,Indian,-
Aayam,Dimensions,Male,Indian,-
Aayan,Gift of God,Female,Indian,-
Aayan,Speed; Bright,Male,Indian,-
Aayansh,Sun,Male,Indian,-
Aayat,Phases of Quran,Female,Indian,-
Aayaushi,Long Life,Female,Indian,-
Aayoush,N/A,Male,Indian,-
Aayu,Span of Life; Long Life,Male,Indian,-
Aayuman,Longevity of Mind; Ever-young Mind; Persian; Ability to See in the Dark,Male,Indian,-
Aayush,Long Life,Male,Indian,-
Aayushi,One with Long Life,Female,Indian,-
Aayushmaan,With Long Life,Male,Indian,-
Aayushman,Long Life,Male,Indian,-
Aazim,Determined,Male,Indian,-
Aazvaar,N/A,Male,Indian,-
Abaan,Old Arabic Name,Male,Indian,-
Ababa,Flower,Female,Indian,-
Abadhya,Always Victorious; Unopposed,Male,Indian,-
Abala,Immovable; The Earth,Female,Indian,-
Abala,Helpless,Male,Indian,-
Abalendu,Not the Nascent Moon; The Full Moon,Male,Indian,-
Aban,Water,Female,Indian,-
Aban,Old Arabic Name; Dual of Abu; 8th Month of the Iranian Calendar; Name of a Certain Angel; Bloom of Love; Little Abbot; Waters,Male,Indian,-
Abani,Earth,Female,Indian,-
Abanindra,N/A,Male,Indian,-
Abarajitha,N/A,Female,Indian,-
Abaranji,N/A,Female,Indian,-
Abarna,God Bharvathy,Female,Indian,-
Abayomi,Pleasant Meeting; From Yoruba; Brings Joy,Female,Indian,-
Abayomi,Born to Bring Me Joy; From Yoruba; Pleasant Meeting; Brings Joy,Male,Indian,-
Abbas,A Family Name,Male,Indian,-
Abbaseh,N/A,Female,Indian,-
Abbie,My Father is Light; Father of Joy,Male,Indian,-
Abbot,Father; Priest,Male,Indian,-
Abbott,Father,Male,Indian,-
Abbud,Worshipper,Male,Indian,-
Abbudin,Worshippers,Male,Indian,-
Abby,Father; My Father is Light; Father in Rejoicing,Male,Indian,-
Abdar,Glittering with Water; Wealthy,Male,Indian,-
Abdhija,Born in Sea; Goddess Lakshmi,Female,Indian,-
Abdhisayana,Sleeping on the Ocean,Male,Indian,-
Abdieso,N/A,Male,Indian,-
Abdul,Knowledge,Male,Indian,-
AbdulAhad,N/A,Male,Indian,-
AbdulAli,Servant of God,Male,Indian,-
AbdulAziz,Servant of the Beloved One,Male,Indian,-
AbdulGani,Servant of the Self Sufficient; Servant of the Generous One,Male,Indian,-
AbdulGhani,Servant of the Self Sufficient; Servant of the Generous One,Male,Indian,-
Abdullah,Servant of God,Male,Indian,-
AbdulQadir,N/A,Male,Indian,-
AbdulSatar,N/A,Male,Indian,-
AbdulWahab,N/A,Male,Indian,-
AbdulWahid,Servant of the Unique One,Male,Indian,-
Abdus,Name of the Narrator of One of the Hadith,Male,Indian,-
AbdusSamad,Servant of the Eternal,Male,Indian,-
AbdusSami,Slave of the All Hearing,Male,Indian,-
AbdusShafi,Slave of the Healer,Male,Indian,-
Abed,Worshipper,Male,Indian,-
Abedin,Worshippers,Male,Indian,-
Abeedha,Permanent,Female,Indian,-
Abeer,Fragrance,Female,Indian,-
Abeer,Colour,Male,Indian,-
Abeesht,Wanted; Desired,Male,Indian,-
Abel,Breath,Male,Indian,-
Aberassithan,Unbeatable; God,Male,Indian,-
Abezag,Pure; Holy,Male,Indian,-
Abha,Shining; Luster; Glorious; Beauty,Male,Indian,-
Abha,Lustre; Shine,Female,Indian,-
Abhaidev,Free of Fear,Male,Indian,-
Abhaijeet,Victory over Fear,Male,Indian,-
Abhanja,N/A,Male,Indian,-
Abhar,Brilliant; Magnificent; Shining,Male,Indian,-
Abharan,Ornament; A Jewel,Female,Indian,-
Abharan,Jewel,Male,Indian,-
Abhari,Grateful,Female,Indian,-
Abharika,The Name of a Goddess,Female,Indian,-
Abhas,Feeling,Male,Indian,-
Abhasa,Splendour,Male,Indian,-
Abhash,Realisation,Male,Indian,-
Abhasvara,Shining One,Male,Indian,-
Abhat,Shining; Visible,Male,Indian,-
Abhata,Shining; Blazing,Male,Indian,-
Abhatha,N/A,Male,Indian,-
Abhati,Splendour; Light,Female,Indian,-
Abhav,N/A,Female,Indian,-
Abhav,Lord Shiva,Male,Indian,-
Abhavasimha,Fearless Lion,Male,Indian,-
Abhay,Fearless,Male,Indian,-
Abhaya,Fearless,Female,Indian,-
Abhaya,Fearless,Male,Indian,-
Abhayaa,Without Fear; Fearless,Female,Indian,-
Abhayad,Safety,Male,Indian,-
Abhayan,Without Fear; Fearless,Male,Indian,-
Abhayananda,Delighting in Fearlessness,Male,Indian,-
Abhayankar,He who Gives Courage,Male,Indian,-
Abhayankara,One who Provides Safety,Male,Indian,-
Abhayankari,One who Gives Courage,Female,Indian,-
Abhayaprada,Bestower of Safety,Male,Indian,-
Abhayasinha,Fearless Lion,Male,Indian,-
Abhayda,N/A,Male,Indian,-
Abhaydatta,Fearless Son,Male,Indian,-
Abhaysimha,As Fearless as a Lion,Male,Indian,-
Abheek,Fearless,Male,Indian,-
Abheenav,New,Male,Indian,-
Abheenu,N/A,Male,Indian,-
Abheer,A Cow-herd,Male,Indian,-
Abheera,A Cowherd,Female,Indian,-
Abheeran,A Cow Herd,Male,Indian,-
Abheerup,The Handsomest and Wisest,Male,Indian,-
Abheesha,Goddess of Will,Female,Indian,-
Abheeshek,Consecrating or to Crown,Male,Indian,-
Abheesht,Desired,Male,Indian,-
Abheesht,N/A,Female,Indian,-
Abheeshtha,Ones Desire,Male,Indian,-
Abheest,Wanted; Desired,Male,Indian,-
Abheri,Fearless,Female,Indian,-
Abhey,Fearless,Male,Indian,-
Abhi,Fearless,Male,Indian,-
Abhibha,Fluttering,Female,Indian,-
Abhibhava,Overpowering; Powerful; Victorious,Male,Indian,-
Abhibhu,To Overcome; Conquer,Male,Indian,-
Abhicandra,Having a Moon Like Face,Male,Indian,-
Abhichandra,Having a Moon Like Face,Male,Indian,-
Abhideep,Illuminated,Male,Indian,-
Abhidha,Literal Meaning,Female,Indian,-
Abhidha,Name; Word; Sound,Male,Indian,-
Abhidhar,Who Wears Serpents,Male,Indian,-
Abhidharm,Highest Dharma,Male,Indian,-
Abhidhya,Wish; Longing,Female,Indian,-
Abhidi,Radiant,Male,Indian,-
Abhidipa,Illuminated,Male,Indian,-
Abhidya,Of Thought; Wish; Longing,Female,Indian,-
Abhidyu,Heavenly; Bright,Male,Indian,-
Abhigam,Perception,Male,Indian,-
Abhigeet,Praised in Song,Male,Indian,-
Abhigeetha,Praised,Female,Indian,-
Abhigita,Praised in Song,Male,Indian,-
Abhigjna,Wisdom,Female,Indian,-
Abhigna,Precious; Knowledgeable; Lighting,Female,Indian,-
Abhignya,Wise One,Female,Indian,-
Abhigurti,Songs of Gratitude,Female,Indian,-
Abhigya,Wise One; Expert; Adept,Female,Indian,-
Abhigyaan,Source of Knowledge,Male,Indian,-
Abhigyan,Recollection,Male,Indian,-
Abhihava,N/A,Male,Indian,-
Abhihita,Expression; Word; Name,Male,Indian,-
Abhijaat,Well Born,Male,Indian,-
Abhijaata,Well Born,Female,Indian,-
Abhijana,Of Noble Descent; Ornament of the Family,Male,Indian,-
Abhijanya,Born Fearless,Male,Indian,-
Abhijat,Noble; Wise,Male,Indian,-
Abhijata,Well Born,Male,Indian,-
Abhijay,Victor,Male,Indian,-
Abhijaya,Conquest; Complete Victory,Male,Indian,-
Abhijaya,Complete Victory; Victorious,Female,Indian,-
Abhijeet,Victorious,Male,Indian,-
Abhiji,To Conquer Completely,Male,Indian,-
Abhijiat,N/A,Male,Indian,-
Abhijin,The Most Auspicious Moment,Male,Indian,-
Abhijina,Skillful; Clever; Remembrance,Female,Indian,-
Abhijishya,Independent Girl,Female,Indian,-
Abhijit,Victory,Female,Indian,-
Abhijit,One who is Victorious,Male,Indian,-
Abhijita,Victorious Woman,Female,Indian,-
Abhijith,One who is Victorious,Male,Indian,-
Abhijitha,Lakshmi,Female,Indian,-
Abhijiti,Triumph,Female,Indian,-
Abhijna,Remembrance; Recollection,Female,Indian,-
Abhijnana,Recollection; Remembrance,Male,Indian,-
Abhijun,Expert; Skilled,Male,Indian,-
Abhijvala,Blazing Forth,Male,Indian,-
Abhik,Beloved,Male,Indian,-
Abhika,Fearless,Male,Indian,-
Abhikama,Affection; Desire,Male,Indian,-
Abhikanksha,Longing for; Desire,Female,Indian,-
Abhikheya,Beauty; Shrine,Female,Indian,-
Abhikhya,Beauty; Splendour; Fame,Female,Indian,-
Abhilaasha,Wish; Desire,Female,Indian,-
Abhilasa,Desire; Wish,Female,Indian,-
Abhilash,Desire,Male,Indian,-
Abhilasha,Desire,Female,Indian,-
Abhilasha,N/A,Male,Indian,-
Abhilasin,One who Desires,Male,Indian,-
Abhilesh,Immortal; Unique,Male,Indian,-
Abhima,One who Destroys Fear; Lord Vishnu,Male,Indian,-
Abhimaan,Pride,Male,Indian,-
Abhimaaninee,Who Possessesself-respect,Female,Indian,-
Abhimakar,One who has or Gives Warmth,Male,Indian,-
Abhiman,Pride,Male,Indian,-
Abhimand,Gladdening,Male,Indian,-
Abhimanee,N/A,Male,Indian,-
Abhimani,Full of Pride; Another Name for Agni as the Eldest Son of Brahma,Male,Indian,-
Abhimanini,Proud of Herself,Female,Indian,-
Abhimanuya,The Son of Arjun in Mahabharat,Male,Indian,-
Abhimanya,The Son of Arjun in Mahabharat,Male,Indian,-
Abhimanyu,Arjuna's Son,Male,Indian,-
Abhimoda,Joy; Delight,Male,Indian,-
Abhimukhi,Facing,Female,Indian,-
Abhin,Different,Male,Indian,-
Abhinabhas,Famous,Male,Indian,-
Abhinamin,Renowned,Male,Indian,-
Abhinand,Celebrating,Male,Indian,-
Abhinanda,Celebrating,Female,Indian,-
Abhinanda,To Rejoice; To Celebrate; To Praise; To Bless; Delight,Male,Indian,-
Abhinandan,Greetings; Felicitous; Welcoming,Male,Indian,-
Abhinandana,Happiness; Good Wishes,Female,Indian,-
Abhinandana,Felicitous,Male,Indian,-
Abhinash,Actor,Male,Indian,-
Abhinatha,Lord of Desires; Another Name for Kama,Male,Indian,-
Abhinav,Quite New; Novel,Male,Indian,-
Abhinava,New; Young; Fresh; Modern; A Sakta Notable for his Great Leaning and Spiritual Attainment,Male,Indian,-
Abhinavan,Young; New; Novel; Innovative,Male,Indian,-
Abhinay,Expression,Male,Indian,-
Abhinaya,Expression,Male,Indian,-
Abhinaya,Actress; Action,Female,Indian,-
Abhindra,Devender,Male,Indian,-
Abhineet,Perfect,Male,Indian,-
Abhineeth,Forgiving,Male,Indian,-
