Name,Meaning,Gender,Origin,Similar
Frandszk,Polish form of Fraads 'free'.,Male,Polish,-
Fryderyk,Polish form of Frederick 'Peaceful ruler'.,Male,Polish,-
Gcibor,Variant of Czcibor: Fights with honour.,Male,Polish,-
Gerik,prosperous spearman,Male,Polish,-
Gerwazy,Warrior.,Male,Polish,-
Gnegon,Polish form of Gregory 'wachful'.,Male,Polish,-
Henryk,Polish form of Henry 'rules the home'.,Male,Polish,-
Hieronim,Polish form of Jerome 'sacred'.,Male,Polish,-
Holleb,Dove.,Male,Polish,-
Jacek,Alas.,Male,Polish,-
Jack,God is gracious.,Male,Polish,-
Jan,God is gracious.,Male,Polish,-
Janah,Variant of John. In Roman mythology; Jana was the wife of Janus.,Male,Polish,-
Janek,God is gracious.,Male,Polish,-
Januarius,Born in January.,Male,Polish,-
Jarek,born in January,Male,Polish,-
Jedrek,"strong, manly",Male,Polish,-
Jedrick,A strong man. Variant of Andrew.,Male,Polish,-
Jedrik,Strong.,Male,Polish,-
Jedrus,Strong.,Male,Polish,-
Jeny,Polish form of George 'farmer'.,Male,Polish,-
Jerzy,farmer,Male,Polish,-
Josep,Polish form of Joseph 'God shall add'.,Male,Polish,-
Kaspar,Keeper of the treasure. Form of Caspar.,Male,Polish,-
Kazimierz,Declares peace.,Male,Polish,-
Kazimir,Variant of Casimir: Bringer of peace; announcing peace.,Male,Polish,-
Kazmer,Announcing peace.,Male,Polish,-
Kelby,Dark; dark-haired.,Male,Polish,-
Koby,Dark; dark-haired.,Male,Polish,-
Kolby,Dark; dark-haired.,Male,Polish,-
Konrad,Bold adviser.,Male,Polish,-
Konstancji,Constant.,Male,Polish,-
Krzysztof,Polish form of Christopher 'Christ bearer'.,Male,Polish,-
Laiurenty,Polish form of Lawrence 'laurel'.,Male,Polish,-
Liuz,Light.,Male,Polish,-
Lubomir,Loves peace.,Male,Polish,-
Luboslaw,Loves glory.,Male,Polish,-
Ludoslaw,Loves glory.,Male,Polish,-
Ludwik,Renowned warrior.,Male,Polish,-
Lujan,Polish form of Lucian 'lright'.,Male,Polish,-
Lukasz,Polish form of Lucas 'light'.,Male,Polish,-
Maksym,Polish form of Maximillian 'great'.,Male,Polish,-
Maksymilian,Polish form of Maximillian 'great'.,Male,Polish,-
Mandek,army man,Male,Polish,-
Marcin,warlike,Male,Polish,-
Marcinek,Warlike.,Male,Polish,-
Marek,Warlike.,Male,Polish,-
Maurycy,Moorish.,Male,Polish,-
Mauty,Moorish.,Male,Polish,-
Michal,Form of Michael 'Who is like God?'.,Male,Polish,-
Mikolai,Polish form of Nicholas 'victory of the people'.,Male,Polish,-
Mikolaj,Polish form of Nicholas 'victory of the people'.,Male,Polish,-
Miron,Peace.,Male,Polish,-
Nelek,like a horn,Male,Polish,-
Nikodem,Conqueror of the people.,Male,Polish,-
Nikolai,Victorious; conquerer of the people. Variant of Nicholas.,Male,Polish,-
OLes,Polish form of Alexander 'defends mankind'.,Male,Polish,-
Olesia,helper and defender of mankind,Female,Polish,-
Patryk,Polish form of Patrick 'noble'.,Male,Polish,-
Pawel,Polish form of Paul 'Little'.,Male,Polish,-
Pawelek,Polish form of Paul 'Little'.,Male,Polish,-
Pawl,Polish form of Paul 'Little'.,Male,Polish,-
Pietrek,Polish form of Peter 'rock'.,Male,Polish,-
Piotr,Polish form of Peter 'rock'.,Male,Polish,-
Radoslaw,Loves peace.,Male,Polish,-
Rafal,Polish form of Raphael 'God heals'.,Male,Polish,-
Rajmund,Polish form of Raymona 'mighty'.,Male,Polish,-
Rasine,a rose,Female,Polish,Roisine
Rufin,Red haired.,Male,Polish,-
Ryzard,Polish form of Richard 'strong ruler'.,Male,Polish,-
Sergiusz,Polish form of Sergio 'attendant'.,Male,Polish,-
Seweryn,Severe.,Male,Polish,-
Stanislas,Glorious camp.,Male,Polish,-
Stanislaus,Variant of Stanislas: Glorious camp.,Male,Polish,-
Stefan,Crown.,Male,Polish,-
Szczepan,Crown.,Male,Polish,-
Tanek,immortal,Male,Polish,-
Telek,Cuts iron.,Male,Polish,-
Teodor,Polish form of Theodore.,Male,Polish,-
Teos,Gift of God.,Male,Polish,-
Tesia,loved by God,Female,Polish,-
Tola,priceless,Female,Polish,-
Tolek,Gift of God.,Male,Polish,-
Tomislaw,Glory of the twin.,Male,Polish,-
Valeska,glorious ruler,Female,Polish,-
Waldemar,Mighty or famous.,Male,Polish,-
Walerian,Brave or strong.,Male,Polish,-
Waleron,Brave or strong.,Male,Polish,-
Wicus,Polish form of Vincent 'victor'.,Male,Polish,-
Wienczyslaw,Victory.,Male,Polish,-
WiMor,Polish form of Victor 'victor'.,Male,Polish,-
Wincent,Polish form of Vincent 'victor'.,Male,Polish,-
Wit,Life.,Male,Polish,-
Zarek,God protect the king.,Male,Polish,-
Ziven,Alive and vigorous.,Male,Polish,-
Zotia,one with wisdom,Female,Polish,Zosia
Zygmunt,Conquering protection.,Male,Polish,-
